seed,task_id,base_normal_z
2026092000,1,-0.29663123672698899
2026092000,2,-1.6486140774855587
2026092000,3,-1.5431200903814066
2026092000,4,-0.098787091311550265
2026092000,5,-0.16587462590485971
2026092000,6,-0.74194488271179315
2026092000,7,0.26742089444106232
2026092000,8,0.82591269281505519
2026092000,9,0.58724355917647242
2026092000,10,0.87019460374841651
2026092000,11,-0.5940416083251534
2026092000,12,-1.4743859584617247
2026092000,13,0.014702970151653599
2026092000,14,-1.0764250971675953
2026092000,15,-0.51375879941218305
2026092000,16,0.59550045944569563
2026092000,17,-1.9947741346597565
2026092000,18,1.7453656917434091
2026092000,19,0.891057198686667
2026092000,20,-1.0411986255359129
2026092001,1,-0.25941065651360257
2026092001,2,-0.44042060093586294
2026092001,3,1.2529976583390592
2026092001,4,1.3480458250783287
2026092001,5,0.25999737683029178
2026092001,6,0.34561021379830664
2026092001,7,-0.6492209177391447
2026092001,8,-0.51478391151940184
2026092001,9,-1.9797005688892491
2026092001,10,-1.963983453927902
2026092001,11,-0.78520926643921107
2026092001,12,-1.1896222243304169
2026092001,13,-0.67808686506821481
2026092001,14,-0.30014827446119707
2026092001,15,0.99511413504033175
2026092001,16,-0.082526366339738921
2026092001,17,0.57660174566764277
2026092001,18,1.1212475044448744
2026092001,19,-0.40122333316850789
2026092001,20,-0.65750242766970546
2026092002,1,-0.52400572844109672
2026092002,2,-0.021144299549113781
2026092002,3,-0.95886594918290691
2026092002,4,0.030347353880016446
2026092002,5,0.75654910012202636
2026092002,6,-0.13139873362718268
2026092002,7,-1.165937050201622
2026092002,8,-0.57684167917823392
2026092002,9,-2.1022347612650152
2026092002,10,-0.37311659607462355
2026092002,11,-0.47466605834337033
2026092002,12,-0.6449985249725454
2026092002,13,2.7741594494982813
2026092002,14,-1.0281499980857278
2026092002,15,0.74879020874852764
2026092002,16,0.70088882417155396
2026092002,17,1.9640257895861537
2026092002,18,1.442773290141917
2026092002,19,-0.62800406932875452
2026092002,20,-0.5753749773436615
2026092003,1,1.4430548136228256
2026092003,2,-0.77710243281164426
2026092003,3,0.8728575015056621
2026092003,4,-1.4187219348065152
2026092003,5,-0.93132227532944123
2026092003,6,-1.2574493352723619
2026092003,7,-0.32431198373889075
2026092003,8,0.25524244518572192
2026092003,9,-1.1279938641639191
2026092003,10,0.25413293336486464
2026092003,11,1.1740950960458332
2026092003,12,-1.5833528039900784
2026092003,13,1.4757205776251858
2026092003,14,-0.54726850591844811
2026092003,15,1.5177336922191385
2026092003,16,0.69556884360358551
2026092003,17,0.83733792461686918
2026092003,18,-0.98265965685544698
2026092003,19,-1.9040752279106195
2026092003,20,0.45207079459535027
2026092004,1,-0.35722699286006709
2026092004,2,-1.3286615624848188
2026092004,3,0.2828820201228206
2026092004,4,-0.2647184569475477
2026092004,5,1.983503181857045
2026092004,6,-0.22023041099390836
2026092004,7,-0.15666961361290363
2026092004,8,1.4642184546915784
2026092004,9,-0.94770384001862928
2026092004,10,-0.30013652034697946
2026092004,11,-1.7026008722575336
2026092004,12,0.11753756875087079
2026092004,13,-0.11934080599840691
2026092004,14,-0.1611795063421628
2026092004,15,-1.5950586004761476
2026092004,16,1.5657043797514769
2026092004,17,1.2732731048023489
2026092004,18,-0.61706605642815016
2026092004,19,0.49294064199018778
2026092004,20,-1.1372385377736787
2026092005,1,0.028569538448445366
2026092005,2,-1.9825781582724782
2026092005,3,1.2158751005392328
2026092005,4,0.71265768862850787
2026092005,5,0.1102549022239054
2026092005,6,-0.17457351938735252
2026092005,7,-0.32387371284147354
2026092005,8,0.92688292399482719
2026092005,9,0.076838091617129733
2026092005,10,0.84485291077119429
2026092005,11,-1.895974943451515
2026092005,12,0.32271373475734849
2026092005,13,-1.0054082418312138
2026092005,14,1.1805808948781114
2026092005,15,0.25489251347589431
2026092005,16,0.090320580987479582
2026092005,17,0.11541223443491189
2026092005,18,-2.1287644136785038
2026092005,19,0.51125043951400861
2026092005,20,1.7210891580762131
2026092006,1,-1.5402302629152018
2026092006,2,0.36016764204861312
2026092006,3,-2.3708602001459589
2026092006,4,-0.18202704365039485
2026092006,5,-0.13378758131378229
